Origem;Destino;Peso;Volume;Natureza_Mercadoria;Tipo_Veiculo;Prazo_Entrega
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;1.044.000;12;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;83.900;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.090.600;13;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Guarulhos-SP;119.400;10;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Guarulhos-SP;167.800;2;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;492.000;4;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;18.746.400;143;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.063.600;14;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sorocaba-SP;642.120;13;NESTLE;Caminhao 3/4 D+1;48
Sao Bernardo do Campo-SP;Itapetininga-SP;114.000;1;NESTLE;Caminhao 3/4 D+1;72
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;1.071.750;20;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;70.929.750;777;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Guarulhos-SP;85.900;7;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;161.900;13;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Guarulhos-SP;513.300;7;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.365.600;17;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;213.500;12;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;62.800;5;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;5.460.300;37;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;535.500;3;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;940.500;6;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.146.850;20;NESTLE;Sprinter longa;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;220.950;1;NESTLE;Sprinter longa;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;220.950;1;NESTLE;Sprinter longa;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.360.250;15;NESTLE;Sprinter longa;48
Sao Bernardo do Campo-SP;Campinas-SP;52.130;2;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Campinas-SP;332.130;4;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;0.6040;1;NESTLE;Fiorino /Doblo / Kan;72
Sao Bernardo do Campo-SP;Guarulhos-SP;362.400;30;NESTLE;Fiorino /Doblo / Kan;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;470.000;4;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;470.000;4;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;470.000;4;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sorocaba-SP;310.000;10;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;626.400;4;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;783.000;5;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Guarulhos-SP;12.839.400;68;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;78.750;1;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;450.000;7;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;317.100;4;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Itu-SP;12.565.350;63;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.104.650;16;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;78.800;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;118.000;9;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;69.900;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;65.500;5;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;298.600;4;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;130.800;2;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;83.000;7;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;64.080;7;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Cacapava-SP;860.000;15;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;882.900;4;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;32.040.220;549;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;0.6230;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.549.140;57;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.612.380;103;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.467.430;102;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.310.850;9;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;331.650;3;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.409.400;9;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.627.200;11;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.912.330;144;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;15.460.400;230;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Guarulhos-SP;382.500;5;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;253.600;6;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;783.000;5;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sorocaba-SP;313.200;2;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Santos-SP;110.700;1;NESTLE;Sprinter longa;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;28.297.520;1496;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;28.020.000;1561;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;879.780;56;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;17.228.730;1542;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;7.981.060;598;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Aparecida-SP;34.880.000;666;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sorocaba-SP;156.600;1;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sorocaba-SP;58.050;1;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sorocaba-SP;313.200;2;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Itu-SP;2.002.500;12;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Itu-SP;469.800;3;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;819.000;4;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;324.450;2;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;250.000;5;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Embu-Guacu-SP;220.950;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Itapecerica da Serra-SP;377.550;2;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;819.000;4;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;7.642.800;41;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.838.500;20;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;913.050;5;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;123.881.930;8759;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;114.000;1;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;863.030;31;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.320.480;192;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.776.350;272;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.663.090;284;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Guaruja-SP;1.133.550;6;NESTLE;Sprinter longa;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;756.450;4;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;215.440;4;NESTLE;Sprinter longa;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.990.000;28;NESTLE;Sprinter longa;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;696.450;10;NESTLE;Sprinter longa;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;424.430;57;NESTLE;Sprinter longa;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;780.000;15;NESTLE;Sprinter longa;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;6.534.040;366;NESTLE;Sprinter longa;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.291.500;7;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Itu-SP;401.850;3;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Itu-SP;1.741.950;9;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Itu-SP;6.389.550;33;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;6.076.350;31;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;401.850;3;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;976.950;5;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Salto-SP;14.262.750;73;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.650.000;20;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Taubate-SP;100.000;15;NESTLE;BITRUCK;72
Sao Bernardo do Campo-SP;Jacarei-SP;70.000;10;NESTLE;BITRUCK;72
Sao Bernardo do Campo-SP;Sorocaba-SP;400.000;15;NESTLE;BITRUCK;72
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;70.000;10;NESTLE;BITRUCK;72
Sao Bernardo do Campo-SP;Sorocaba-SP;400.000;15;NESTLE;BITRUCK;72
Sao Bernardo do Campo-SP;Jacarei-SP;633.270;11;NESTLE;BITRUCK;72
Sao Bernardo do Campo-SP;Jacarei-SP;5.250.000;64;NESTLE;BITRUCK;72
Sao Bernardo do Campo-SP;Jundiai-SP;6.680.000;122;NESTLE;BITRUCK;72
Sao Bernardo do Campo-SP;Jacarei-SP;1.197.000;6;NESTLE;BITRUCK;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;26.878.680;2162;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.979.200;28;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;523.200;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;96.200;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;364.000;5;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;46.600;4;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;72.800;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;96.200;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;59.700;5;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;104.300;3;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;700.000;9;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;10.809.000;107;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Taboao da Serra-SP;469.800;3;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Cotia-SP;80.000;2;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;410.000;5;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;170.000;3;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;460.000;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;70.000;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;90.000;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;90.000;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;60.000;4;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;440.000;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;80.000;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;160.000;2;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;80.000;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;80.000;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;160.000;2;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;250.000;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;250.000;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;250.000;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;250.000;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;590.000;7;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;340.000;4;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;90.000;1;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;110.000;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;140.000;5;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;250.000;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;250.000;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;250.000;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;250.000;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;250.000;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.096.390;7;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;4.220.200;75;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;9.451.220;452;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;372.000;4;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;11.801.900;187;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;1.039.700;16;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Pindamonhangaba-SP;3.607.600;61;NESTLE;Sprinter longa;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.335.000;12;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;771.900;7;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Americana-SP;782.970;10;NESTLE;Caminhao 3/4 D+1;72
Sao Bernardo do Campo-SP;Cacapava-SP;1.735.600;17;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Americana-SP;1.045.770;15;NESTLE;Caminhao 3/4 D+1;72
Sao Bernardo do Campo-SP;Campinas-SP;152.880.300;1178;NESTLE;Truck;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;990.000;21;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;374.600;33;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;105.000;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.734.800;22;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;83.000;7;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;112.160;11;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;149.300;2;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;83.690;7;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;131.000;6;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;62.700;5;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Guarulhos-SP;149.300;2;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Guarulhos-SP;149.300;2;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;240.600;19;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;83.100;7;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;44.490;4;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;298.600;4;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;531.000;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;91.700;7;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;440.000;5;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Jundiai-SP;62.690.000;860;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Jundiai-SP;92.581.400;2173;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.953.500;76;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Jundiai-SP;102.495.410;2795;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;21.296.900;688;NESTLE;Truck;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;4.295.250;74;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Vargem Grande Paulista-SP;54.755.580;3172;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;45.011.250;273;NESTLE;Truck;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.854.000;11;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;4.559.400;25;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Cajamar-SP;20.000;1;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;54.854.800;621;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Franca-SP;36.885.000;271;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Guarulhos-SP;2.002.500;12;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;234.900;2;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;28.642.050;148;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.003.300;18;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Santos-SP;491.400;3;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Santos-SP;2.645.100;14;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Santos-SP;7.394.850;39;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Praia Grande-SP;3.243.600;17;NESTLE;Iveco/ Master / Tran;120
Sao Bernardo do Campo-SP;Praia Grande-SP;491.400;3;NESTLE;Iveco/ Master / Tran;120
Sao Bernardo do Campo-SP;Sao Paulo-SP;803.250;6;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;324.450;2;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;6.197.400;33;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;692.100;4;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sorocaba-SP;2.626.290;185;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Ribeirao Preto-SP;53.217.140;579;NESTLE;Toco;48
Sao Bernardo do Campo-SP;Sorocaba-SP;9.602.550;49;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Franca-SP;330.000;4;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Jose do Rio Pardo-SP;706.800;10;NESTLE;UTILITARIO/STRADA;48
Sao Bernardo do Campo-SP;Jundiai-SP;720.000;4;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Taboao da Serra-SP;13.585.500;74;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Jacarei-SP;181.289.600;1700;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Jacarei-SP;2.181.040;222;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Itapecerica da Serra-SP;2.980.000;272;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Jacarei-SP;181.289.600;1700;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.166.760;21;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.279.870;24;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Jundiai-SP;98.387.260;1321;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Guarulhos-SP;65.303.150;10539;NESTLE;Truck;48
Sao Bernardo do Campo-SP;Ribeirao Preto-SP;66.368.920;575;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Rio de Janeiro-RJ;14.833.120;287;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Aruja-SP;146.309.100;1299;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Jacarei-SP;58.270.720;813;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Jacarei-SP;58.270.720;813;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;157.200;8;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.668.150;9;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;2.267.550;12;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sorocaba-SP;27.823.500;154;NESTLE;Toco;72
Sao Bernardo do Campo-SP;Guarulhos-SP;911.250;5;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Aruja-SP;1.417.050;7;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Guarulhos-SP;1.196.100;6;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;316.400;4;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;1.582.000;20;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;474.600;6;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Guarulhos-SP;1.507.800;49;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Jacarei-SP;54.900.000;600;NESTLE;Truck;72
Sao Bernardo do Campo-SP;Guarulhos-SP;2.707.050;24;NESTLE;Fiorino /Doblo / Kan;72
Sao Bernardo do Campo-SP;Guarulhos-SP;165.990;20;NESTLE;Fiorino /Doblo / Kan;72
Sao Bernardo do Campo-SP;Guarulhos-SP;156.600;1;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Guarulhos-SP;469.800;3;NESTLE;Fiorino /Doblo / Kan;48
Sao Bernardo do Campo-SP;Guarulhos-SP;79.560.000;3170;NESTLE;Truck;48
Sao Bernardo do Campo-SP;Cacapava-SP;25.402.520;293;NESTLE;Caminhao 3/4;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;18.453.060;275;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Taubate-SP;91.149.100;1730;NESTLE;BITRUCK;72
Sao Bernardo do Campo-SP;Taubate-SP;91.149.100;1730;NESTLE;BITRUCK;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;152.000;2;NESTLE;Furgao Curto;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.429.900;19;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;3.906.900;20;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Cotia-SP;64.870.000;623;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Guarulhos-SP;20.000;2;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Jose dos Campos-SP;12.123.450;70;NESTLE;Caminhao 3/4;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;54.980.000;539;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Sorocaba-SP;62.420.000;1773;NESTLE;Cavalo;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;98.890;7;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Guarulhos-SP;1.394.100;20;NESTLE;Cavalo;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;39.150;1;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Guarulhos-SP;2.870.600;40;NESTLE;Caminhao 3/4;48
Sao Bernardo do Campo-SP;Sao Paulo-SP;98.890;7;NESTLE;Iveco/ Master / Tran;48
Sao Bernardo do Campo-SP;Guaruja-SP;2.016.000;10;NESTLE;Iveco/ Master / Tran;72
Sao Bernardo do Campo-SP;Sao Paulo-SP;66.800.000;12735;NESTLE;Cavalo;48
